"COUNTRY","Country","SEX","Sex","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","MEN","Men","LPI","Low Pay Incidence","2017","2017","IDX","Index","0","Units",,,13.3165324072849,,
"AUS","Australia","MEN","Men","LPI","Low Pay Incidence","2018","2018","IDX","Index","0","Units",,,13.2899431970347,,
"AUS","Australia","MEN","Men","LPI","Low Pay Incidence","2019","2019","IDX","Index","0","Units",,,13.6175863086456,,
"AUS","Australia","MEN","Men","LPI","Low Pay Incidence","2020","2020","IDX","Index","0","Units",,,16.3649748830764,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1975","1975","P50P10","Interdecile ratio P50/P10","0","Units",,,1.4585519412382,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1976","1976","P50P10","Interdecile ratio P50/P10","0","Units",,,1.52591170825336,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1977","1977","P50P10","Interdecile ratio P50/P10","0","Units",,,1.51965065502183,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1978","1978","P50P10","Interdecile ratio P50/P10","0","Units",,,1.57377049180328,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1979","1979","P50P10","Interdecile ratio P50/P10","0","Units",,,1.62311955661124,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1980","1980","P50P10","Interdecile ratio P50/P10","0","Units",,,1.59771754636234,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1981","1981","P50P10","Interdecile ratio P50/P10","0","Units",,,1.64276401564537,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1982","1982","P50P10","Interdecile ratio P50/P10","0","Units",,,1.65163472378805,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1983","1983","P50P10","Interdecile ratio P50/P10","0","Units",,,1.63916977115487,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1984","1984","P50P10","Interdecile ratio P50/P10","0","Units",,,1.63546798029557,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1985","1985","P50P10","Interdecile ratio P50/P10","0","Units",,,1.60521582733813,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1986","1986","P50P10","Interdecile ratio P50/P10","0","Units",,,1.65798611111111,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1987","1987","P50P10","Interdecile ratio P50/P10","0","Units",,,1.62912308930008,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1988","1988","P50P10","Interdecile ratio P50/P10","0","Units",,,1.67639050952937,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1989","1989","P50P10","Interdecile ratio P50/P10","0","Units",,,1.67741935483871,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1990","1990","P50P10","Interdecile ratio P50/P10","0","Units",,,1.6842463422933,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1991","1991","P50P10","Interdecile ratio P50/P10","0","Units",,,1.64207825529185,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1992","1992","P50P10","Interdecile ratio P50/P10","0","Units",,,1.63506372396643,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1993","1993","P50P10","Interdecile ratio P50/P10","0","Units",,,1.63458691145988,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1994","1994","P50P10","Interdecile ratio P50/P10","0","Units",,,1.66666666666667,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1995","1995","P50P10","Interdecile ratio P50/P10","0","Units",,,1.68510638297872,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1997","1997","P50P10","Interdecile ratio P50/P10","0","Units",,,1.64387031408308,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1998","1998","P50P10","Interdecile ratio P50/P10","0","Units",,,1.6425,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","1999","1999","P50P10","Interdecile ratio P50/P10","0","Units",,,1.75,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2000","2000","P50P10","Interdecile ratio P50/P10","0","Units",,,1.70068027210884,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2001","2001","P50P10","Interdecile ratio P50/P10","0","Units",,,1.68514412416851,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2002","2002","P50P10","Interdecile ratio P50/P10","0","Units",,,1.73913043478261,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2003","2003","P50P10","Interdecile ratio P50/P10","0","Units",,,1.61322645290581,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2004","2004","P50P10","Interdecile ratio P50/P10","0","Units",,,1.7,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2005","2005","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2006","2006","P50P10","Interdecile ratio P50/P10","0","Units",,,1.74545454545455,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2007","2007","P50P10","Interdecile ratio P50/P10","0","Units",,,1.75438596491228,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2008","2008","P50P10","Interdecile ratio P50/P10","0","Units",,,1.70333333333333,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2009","2009","P50P10","Interdecile ratio P50/P10","0","Units",,,1.74603174603175,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","Units",,,1.76062992125984,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","Units",,,1.82235834609495,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","Units",,,1.73913043478261,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","Units",,,1.76056338028169,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2014","2014","P50P10","Interdecile ratio P50/P10","0","Units",,,1.73333333333333,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2015","2015","P50P10","Interdecile ratio P50/P10","0","Units",,,1.73333333333333,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2016","2016","P50P10","Interdecile ratio P50/P10","0","Units",,,1.68831168831169,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2017","2017","P50P10","Interdecile ratio P50/P10","0","Units",,,1.70379746835443,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2018","2018","P50P10","Interdecile ratio P50/P10","0","Units",,,1.75,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2019","2019","P50P10","Interdecile ratio P50/P10","0","Units",,,1.73025879230258,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2020","2020","P50P10","Interdecile ratio P50/P10","0","Units",,,1.81346439593096,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1975","1975","P90P10","Interdecile ratio P90/P10","0","Units",,,2.41972717733473,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1976","1976","P90P10","Interdecile ratio P90/P10","0","Units",,,2.52399232245681,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1977","1977","P90P10","Interdecile ratio P90/P10","0","Units",,,2.50480349344978,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1978","1978","P90P10","Interdecile ratio P90/P10","0","Units",,,2.57540983606557,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1979","1979","P90P10","Interdecile ratio P90/P10","0","Units",,,2.73159144893112,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1980","1980","P90P10","Interdecile ratio P90/P10","0","Units",,,2.7225392296719,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1981","1981","P90P10","Interdecile ratio P90/P10","0","Units",,,2.84941329856584,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1982","1982","P90P10","Interdecile ratio P90/P10","0","Units",,,2.85512965050733,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1983","1983","P90P10","Interdecile ratio P90/P10","0","Units",,,2.74933475252794,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1984","1984","P90P10","Interdecile ratio P90/P10","0","Units",,,2.73793103448276,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1985","1985","P90P10","Interdecile ratio P90/P10","0","Units",,,2.6101618705036,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1986","1986","P90P10","Interdecile ratio P90/P10","0","Units",,,2.80772569444444,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1987","1987","P90P10","Interdecile ratio P90/P10","0","Units",,,2.78117457763475,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1988","1988","P90P10","Interdecile ratio P90/P10","0","Units",,,2.89848308051342,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1989","1989","P90P10","Interdecile ratio P90/P10","0","Units",,,2.8258064516129,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1990","1990","P90P10","Interdecile ratio P90/P10","0","Units",,,2.71963252807077,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1991","1991","P90P10","Interdecile ratio P90/P10","0","Units",,,2.85888389993586,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1992","1992","P90P10","Interdecile ratio P90/P10","0","Units",,,2.92943736400373,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1993","1993","P90P10","Interdecile ratio P90/P10","0","Units",,,2.88332839798638,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1994","1994","P90P10","Interdecile ratio P90/P10","0","Units",,,2.94241898148148,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1995","1995","P90P10","Interdecile ratio P90/P10","0","Units",,,2.95007092198582,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1997","1997","P90P10","Interdecile ratio P90/P10","0","Units",,,2.94604863221884,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1998","1998","P90P10","Interdecile ratio P90/P10","0","Units",,,3.07225,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","1999","1999","P90P10","Interdecile ratio P90/P10","0","Units",,,3.25,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2000","2000","P90P10","Interdecile ratio P90/P10","0","Units",,,3.13378684807256,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2001","2001","P90P10","Interdecile ratio P90/P10","0","Units",,,3.29490022172949,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2002","2002","P90P10","Interdecile ratio P90/P10","0","Units",,,3.26086956521739,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2003","2003","P90P10","Interdecile ratio P90/P10","0","Units",,,3.08216432865731,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2004","2004","P90P10","Interdecile ratio P90/P10","0","Units",,,3.26,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2005","2005","P90P10","Interdecile ratio P90/P10","0","Units",,,3.5,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2006","2006","P90P10","Interdecile ratio P90/P10","0","Units",,,3.40909090909091,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2007","2007","P90P10","Interdecile ratio P90/P10","0","Units",,,3.50877192982456,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2008","2008","P90P10","Interdecile ratio P90/P10","0","Units",,,3.45166666666667,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2009","2009","P90P10","Interdecile ratio P90/P10","0","Units",,,3.46190476190476,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","Units",,,3.62204724409449,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","Units",,,3.62940275650842,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","Units",,,3.6231884057971,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","Units",,,3.64225352112676,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2014","2014","P90P10","Interdecile ratio P90/P10","0","Units",,,3.66666666666667,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2015","2015","P90P10","Interdecile ratio P90/P10","0","Units",,,3.52666666666667,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2016","2016","P90P10","Interdecile ratio P90/P10","0","Units",,,3.24675324675325,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2017","2017","P90P10","Interdecile ratio P90/P10","0","Units",,,3.20379746835443,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2018","2018","P90P10","Interdecile ratio P90/P10","0","Units",,,3.32,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2019","2019","P90P10","Interdecile ratio P90/P10","0","Units",,,3.47257243972572,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2020","2020","P90P10","Interdecile ratio P90/P10","0","Units",,,3.58555263458681,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1975","1975","P90P50","Interdecile ratio P90/P50","0","Units",,,1.6589928057554,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1976","1976","P90P50","Interdecile ratio P90/P50","0","Units",,,1.65408805031447,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1977","1977","P90P50","Interdecile ratio P90/P50","0","Units",,,1.64827586206897,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1978","1978","P90P50","Interdecile ratio P90/P50","0","Units",,,1.63645833333333,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1979","1979","P90P50","Interdecile ratio P90/P50","0","Units",,,1.68292682926829,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1980","1980","P90P50","Interdecile ratio P90/P50","0","Units",,,1.70401785714286,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1981","1981","P90P50","Interdecile ratio P90/P50","0","Units",,,1.73452380952381,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1982","1982","P90P50","Interdecile ratio P90/P50","0","Units",,,1.72866894197952,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1983","1983","P90P50","Interdecile ratio P90/P50","0","Units",,,1.67727272727273,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1984","1984","P90P50","Interdecile ratio P90/P50","0","Units",,,1.67409638554217,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1985","1985","P90P50","Interdecile ratio P90/P50","0","Units",,,1.62605042016807,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1986","1986","P90P50","Interdecile ratio P90/P50","0","Units",,,1.6934554973822,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1987","1987","P90P50","Interdecile ratio P90/P50","0","Units",,,1.70716049382716,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1988","1988","P90P50","Interdecile ratio P90/P50","0","Units",,,1.72900232018562,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1989","1989","P90P50","Interdecile ratio P90/P50","0","Units",,,1.68461538461538,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1990","1990","P90P50","Interdecile ratio P90/P50","0","Units",,,1.61474747474747,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1991","1991","P90P50","Interdecile ratio P90/P50","0","Units",,,1.741015625,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1992","1992","P90P50","Interdecile ratio P90/P50","0","Units",,,1.79163498098859,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1993","1993","P90P50","Interdecile ratio P90/P50","0","Units",,,1.76394927536232,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1994","1994","P90P50","Interdecile ratio P90/P50","0","Units",,,1.76545138888889,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1995","1995","P90P50","Interdecile ratio P90/P50","0","Units",,,1.7506734006734,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1997","1997","P90P50","Interdecile ratio P90/P50","0","Units",,,1.79214175654854,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1998","1998","P90P50","Interdecile ratio P90/P50","0","Units",,,1.87047184170472,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","1999","1999","P90P50","Interdecile ratio P90/P50","0","Units",,,1.85714285714286,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2000","2000","P90P50","Interdecile ratio P90/P50","0","Units",,,1.84266666666667,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2001","2001","P90P50","Interdecile ratio P90/P50","0","Units",,,1.95526315789474,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2002","2002","P90P50","Interdecile ratio P90/P50","0","Units",,,1.875,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2003","2003","P90P50","Interdecile ratio P90/P50","0","Units",,,1.91055900621118,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2004","2004","P90P50","Interdecile ratio P90/P50","0","Units",,,1.91764705882353,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2005","2005","P90P50","Interdecile ratio P90/P50","0","Units",,,1.94444444444444,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2006","2006","P90P50","Interdecile ratio P90/P50","0","Units",,,1.953125,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2007","2007","P90P50","Interdecile ratio P90/P50","0","Units",,,2,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2008","2008","P90P50","Interdecile ratio P90/P50","0","Units",,,2.02641878669276,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2009","2009","P90P50","Interdecile ratio P90/P50","0","Units",,,1.98272727272727,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","Units",,,2.05724508050089,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","Units",,,1.99159663865546,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","Units",,,2.08333333333333,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2013","2013","P90P50","Interdecile ratio P90/P50","0","Units",,,2.0688,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2014","2014","P90P50","Interdecile ratio P90/P50","0","Units",,,2.11538461538462,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2015","2015","P90P50","Interdecile ratio P90/P50","0","Units",,,2.03461538461538,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2016","2016","P90P50","Interdecile ratio P90/P50","0","Units",,,1.92307692307692,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2017","2017","P90P50","Interdecile ratio P90/P50","0","Units",,,1.88038632986627,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2018","2018","P90P50","Interdecile ratio P90/P50","0","Units",,,1.89714285714286,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2019","2019","P90P50","Interdecile ratio P90/P50","0","Units",,,2.00696708213486,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2020","2020","P90P50","Interdecile ratio P90/P50","0","Units",,,1.97718391529055,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2004","2004","IDX","Index","0","Units",,,7.35885294634142,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2005","2005","IDX","Index","0","Units",,,7.76598529003826,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2006","2006","IDX","Index","0","Units",,,8.3139236814816,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2007","2007","IDX","Index","0","Units",,,8.83290895529241,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2008","2008","IDX","Index","0","Units",,,8.81723531235064,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2009","2009","IDX","Index","0","Units",,,9.36606999977139,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","Units",,,10.0863635951209,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","Units",,,10.1065254737248,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","Units",,,10.3495175923342,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2013","2013","IDX","Index","0","Units",,,10.2655176172198,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2014","2014","IDX","Index","0","Units",,,10.5149452867444,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2015","2015","IDX","Index","0","Units",,,10.7411290655657,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2016","2016","IDX","Index","0","Units",,,10.8758195768591,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2017","2017","IDX","Index","0","Units",,,10.7029668431625,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2018","2018","IDX","Index","0","Units",,,10.6860358152063,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2019","2019","IDX","Index","0","Units",,,10.6154627099849,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2004","2004","P50P10","Interdecile ratio P50/P10","0","Units",,,1.53650399749633,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2005","2005","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5521260359627,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2006","2006","P50P10","Interdecile ratio P50/P10","0","Units",,,1.56978339553016,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2007","2007","P50P10","Interdecile ratio P50/P10","0","Units",,,1.58328867452661,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2008","2008","P50P10","Interdecile ratio P50/P10","0","Units",,,1.57622822716521,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2009","2009","P50P10","Interdecile ratio P50/P10","0","Units",,,1.58573803333191,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","Units",,,1.61251821026429,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","Units",,,1.60751691949729,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","Units",,,1.61478422823624,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","Units",,,1.61048978600963,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2014","2014","P50P10","Interdecile ratio P50/P10","0","Units",,,1.61933025501341,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2015","2015","P50P10","Interdecile ratio P50/P10","0","Units",,,1.62506847619195,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2016","2016","P50P10","Interdecile ratio P50/P10","0","Units",,,1.61646480957126,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2017","2017","P50P10","Interdecile ratio P50/P10","0","Units",,,1.60673687683482,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2018","2018","P50P10","Interdecile ratio P50/P10","0","Units",,,1.60225661187931,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2019","2019","P50P10","Interdecile ratio P50/P10","0","Units",,,1.59461671909282,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2004","2004","P90P10","Interdecile ratio P90/P10","0","Units",,,2.99857477296457,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2005","2005","P90P10","Interdecile ratio P90/P10","0","Units",,,3.04429989270386,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2006","2006","P90P10","Interdecile ratio P90/P10","0","Units",,,3.07351248679185,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2007","2007","P90P10","Interdecile ratio P90/P10","0","Units",,,3.11137906395141,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2008","2008","P90P10","Interdecile ratio P90/P10","0","Units",,,3.10754210223792,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2009","2009","P90P10","Interdecile ratio P90/P10","0","Units",,,3.15498060611227,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","Units",,,3.19566025139229,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","Units",,,3.18483692455655,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","Units",,,3.20303682718619,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","Units",,,3.17857469763962,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2014","2014","P90P10","Interdecile ratio P90/P10","0","Units",,,3.19903694023232,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2015","2015","P90P10","Interdecile ratio P90/P10","0","Units",,,3.20326635304312,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2016","2016","P90P10","Interdecile ratio P90/P10","0","Units",,,3.19804072282714,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2017","2017","P90P10","Interdecile ratio P90/P10","0","Units",,,3.15924044892785,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2018","2018","P90P10","Interdecile ratio P90/P10","0","Units",,,3.14317722305587,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2019","2019","P90P10","Interdecile ratio P90/P10","0","Units",,,3.11973668364504,,
"AUT","Austria","MEN","Men","P9050","Decile 9/Decile 5","2004","2004","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9515567664325,,
"AUT","Austria","MEN","Men","P9050","Decile 9/Decile 5","2005","2005","P90P50","Interdecile ratio P90/P50","0","Units",,,1.96137415529895,,
"AUT","Austria","MEN","Men","P9050","Decile 9/Decile 5","2006","2006","P90P50","Interdecile ratio P90/P50","0","Units",,,1.95792138937349,,
"AUT","Austria","MEN","Men","P9050","Decile 9/Decile 5","2007","2007","P90P50","Interdecile ratio P90/P50","0","Units",,,1.96513694186669,,
"AUT","Austria","MEN","Men","P9050","Decile 9/Decile 5","2008","2008","P90P50","Interdecile ratio P90/P50","0","Units",,,1.97150517208204,,
